sku,image 1,image 2,image 3,image 1 result,image 2 result,image 3 result,image 1 confidence,image 2 confidence,image 3 confidence
AW-178-34,https://www.mumzworld.com/media/catalog/product/a/w/aw-178-34-angel-wings-cue-one-size-1491484058.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
AW-181-02,https://www.mumzworld.com/media/catalog/product/a/w/aw-181-02-angel-wings-cue-one-size-1491484058.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
PC-250403,https://www.mumzworld.com/media/catalog/product/p/c/pc-250403-easter-shapped-glitter-glasses-1491488872.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
CQ-716894226401,https://www.mumzworld.com/media/catalog/product/c/q/cq-716894226401-3.jpg,https://www.mumzworld.com/media/catalog/product/c/q/cq-716894226401-2.jpg,https://www.mumzworld.com/media/catalog/product/c/q/cq-716894226401-joahna-jo-swaddle-pack-of-3-pink-stars-14918983060.jpg,NO,NO,NO,0,0,0
CQ-716894226326,https://www.mumzworld.com/media/catalog/product/c/q/cq-716894226326-3.jpg,https://www.mumzworld.com/media/catalog/product/c/q/cq-716894226326-1.jpg,https://www.mumzworld.com/media/catalog/product/c/q/cq-716894226326-joahna-jo-swaddle-pack-of-3-owls-14918983060.jpg,NO,NO,NO,0,0,0
SAA-7048,https://www.mumzworld.com/media/catalog/product/s/a/saa-7048-2.jpg,https://www.mumzworld.com/media/catalog/product/s/a/saa-7048-1.jpg,https://www.mumzworld.com/media/catalog/product/S/A/SAA-7048.jpg,NO,NO,NO,0,0,0
SAA-7106,https://www.mumzworld.com/media/catalog/product/s/a/saa-7106-2.jpg,https://www.mumzworld.com/media/catalog/product/s/a/saa-7106-1.jpg,https://www.mumzworld.com/media/catalog/product/S/A/SAA-7106.jpg,NO,NO,NO,0,0,0
YAOG-NAV-003,https://www.mumzworld.com/media/catalog/product/y/a/yaog-nav-003-babiators-crush-junior-blue-14938127044.jpg,https://www.mumzworld.com/media/catalog/product/y/a/yaog-nav-003-babiators-crush-junior-blue-14938127043.jpg,https://www.mumzworld.com/media/catalog/product/y/a/yaog-nav-003-babiators-crush-junior-blue-14938127042.jpg,NO,NO,NO,0,0,0
YAOG-NAV-004,https://www.mumzworld.com/media/catalog/product/y/a/yaog-nav-004-babiators-crush-classic-blue-14938127044.jpg,https://www.mumzworld.com/media/catalog/product/y/a/yaog-nav-004-babiators-crush-classic-blue-14938127043.jpg,https://www.mumzworld.com/media/catalog/product/y/a/yaog-nav-004-babiators-crush-classic-blue-14938127042.jpg,NO,NO,NO,0,0,0
YAOG-NAV-005,https://www.mumzworld.com/media/catalog/product/y/a/yaog-nav-005-babiators-reign-junior-purple-14938127043.jpg,https://www.mumzworld.com/media/catalog/product/y/a/yaog-nav-005-babiators-reign-junior-purple-14938127042.jpg,https://www.mumzworld.com/media/catalog/product/y/a/yaog-nav-005-babiators-reign-junior-purple-14938127041.jpg,NO,NO,NO,0,0.2,0
YAOG-NAV-006,https://www.mumzworld.com/media/catalog/product/y/a/yaog-nav-006-babiators-reign-classic-purple-14938127043.jpg,https://www.mumzworld.com/media/catalog/product/y/a/yaog-nav-006-babiators-reign-classic-purple-14938127042.jpg,https://www.mumzworld.com/media/catalog/product/y/a/yaog-nav-006-babiators-reign-classic-purple-14938127041.jpg,NO,NO,NO,0,0.2,0
HTC-CBU-CS0265,https://www.mumzworld.com/media/catalog/product/h/t/htc-cbu-cs0265-cabeau-bamboo-compression-socks-small-14939356552.jpg,https://www.mumzworld.com/media/catalog/product/h/t/htc-cbu-cs0265-cabeau-bamboo-compression-socks-small-14939356551.jpg,https://www.mumzworld.com/media/catalog/product/h/t/htc-cbu-cs0265-cabeau-bamboo-compression-socks-small-14939356550.jpg,NO,NO,NO,0,0.2,0
HTC-CBU-CS0296,https://www.mumzworld.com/media/catalog/product/h/t/htc-cbu-cs0296-cabeau-bamboo-compression-socks-large-14939356552.jpg,https://www.mumzworld.com/media/catalog/product/h/t/htc-cbu-cs0296-cabeau-bamboo-compression-socks-large-14939356551.jpg,https://www.mumzworld.com/media/catalog/product/h/t/htc-cbu-cs0296-cabeau-bamboo-compression-socks-large-14939356550.jpg,NO,NO,NO,0,0.2,0
HTC-CBU-FB0562,https://www.mumzworld.com/media/catalog/product/h/t/htc-cbu-fb0562-cabeau-fold-n-go-14939356551.jpg,https://www.mumzworld.com/media/catalog/product/h/t/htc-cbu-fb0562-cabeau-fold-n-go-14939356550.jpg,https://www.mumzworld.com/media/catalog/product/h/t/htc-cbu-fb0562-cabeau-fold-n-go-1493935655.jpg,NO,NO,NO,0.8,0,0
JMB-D4456BLUONE,https://www.mumzworld.com/media/catalog/product/j/m/jmb-d4456bluone-jojo-silicone-bib-14943400811.jpg,https://www.mumzworld.com/media/catalog/product/j/m/jmb-d4456bluone-jojo-silicone-bib-14943400810.jpg,https://www.mumzworld.com/media/catalog/product/j/m/jmb-d4456bluone-jojo-silicone-bib-1494340081.jpg,NO,NO,NO,0,0,0
OL-OLENBUNDLESACKKUPLA,https://www.mumzworld.com/media/catalog/product/o/l/ol-olenbundlesackkupla-olen-organic-better-snuggle-sack-in-kupla-3-6m-14953483080.jpg,https://www.mumzworld.com/media/catalog/product/o/l/ol-olenbundlesackkupla-olen-organic-better-snuggle-sack-in-kupla-3-6m-14953483060.jpg,https://www.mumzworld.com/media/catalog/product/o/l/ol-olenbundlesackkupla-olen-organic-better-snuggle-sack-in-kupla-3-6m-14953481020.jpg,NO,NO,NO,0,0,0
OL-OLENROMPERMUNA,https://www.mumzworld.com/media/catalog/product/o/l/ol-olenrompermuna-olen-organic-romper-muna-0-3m-1495348309.jpg,,,NO,ERROR - No image,ERROR - No image,0.4,0,0
AW-2158718178059,https://www.mumzworld.com/media/catalog/product/a/w/aw-2158718178059-angel-wings-casual-wear-set-boy-12-18m-1495723150.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
AW-2158724178050,https://www.mumzworld.com/media/catalog/product/a/w/aw-2158724178050-angel-wings-casual-wear-set-boy-18-24m-1495723150.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
AW-1782021688182,https://www.mumzworld.com/media/catalog/product/u/n/untitled_16.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
AW-1784521688242,https://www.mumzworld.com/media/catalog/product/u/n/untitled_17.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
AW-2173924427258,https://www.mumzworld.com/media/catalog/product/a/w/aw-2173924427258-angel-wings-linen-vest-and-set-18-24m-1495723150.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
AW-2520224178296,https://www.mumzworld.com/media/catalog/product/a/w/aw-2520224178296-angel-wings-valentina-dress-headband-18-24m-1495723150.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
AW-2590224178336,https://www.mumzworld.com/media/catalog/product/a/w/aw-2590224178336-angel-wings-charlot-dress-headband-18-24m-1495723150.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
AW-2620224178316,https://www.mumzworld.com/media/catalog/product/a/w/aw-2620224178316-angel-wings-gratacos-dress-headband-18-24m-1495723150.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
AW-AW-247-02-12,https://www.mumzworld.com/media/catalog/product/a/w/aw-aw-247-02-12-angel-wings-polka-dot-dress-and-hat-9-12m-1495723150.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
AW-2470218178385,https://www.mumzworld.com/media/catalog/product/a/w/aw-2470218178385-angel-wings-polka-dot-dress-and-hat-12-18m-1495723150.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
AW-20502181021,https://www.mumzworld.com/media/catalog/product/c/a/capture_6_5.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
MIK-30691,https://www.mumzworld.com/media/catalog/product/m/i/mik-30691-0.jpg,https://www.mumzworld.com/media/catalog/product/m/i/mik-30691-.jpg,,NO,NO,ERROR - No image,0,0,0
MIK-30692,https://www.mumzworld.com/media/catalog/product/m/i/mik-30692-0.jpg,https://www.mumzworld.com/media/catalog/product/m/i/mik-30692-.jpg,,NO,NO,ERROR - No image,0,0,0
MIK-30695,https://www.mumzworld.com/media/catalog/product/m/i/mik-30695-0.jpg,https://www.mumzworld.com/media/catalog/product/m/i/mik-30695-.jpg,,NO,NO,ERROR - No image,0,0,0
YGT-000004,https://www.mumzworld.com/media/catalog/product/y/g/ygt-000004-3.jpg,https://www.mumzworld.com/media/catalog/product/y/g/ygt-000004-2.jpg,https://www.mumzworld.com/media/catalog/product/y/g/ygt-000004-1.jpg,NO,NO,NO,0.4,0,0
SME-9337771119602,https://www.mumzworld.com/media/catalog/product/s/m/sme-9337771119602-holster-kids-glittergirl-clear-glitter-9-14974663061.jpg,https://www.mumzworld.com/media/catalog/product/s/m/sme-9337771119602-holster-kids-glittergirl-clear-glitter-9-14974663060.jpg,https://www.mumzworld.com/media/catalog/product/s/m/sme-9337771119480-config_1_2.jpg,YES,YES,NO,0.95,0.95,0
MiDA-SS16-TG-PBG001A-1,https://www.mumzworld.com/media/catalog/product/m/i/mida-ss16-tg-pbg001a-1-mi-dulce-an-ya-accessories-1498124555.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
MiDA-SS16-INF-SH002A-1,https://www.mumzworld.com/media/catalog/product/m/i/mida-ss16-inf-sh002a-1-mi-dulce-an-ya-handmade-shoes-1498124555.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
MiDA-SS16-INF-SH003A-1,https://www.mumzworld.com/media/catalog/product/m/i/mida-ss16-inf-sh003a-1-mi-dulce-an-ya-handmade-shoes-1498124555.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
MiDA-SS16-INF-SH004A-1,https://www.mumzworld.com/media/catalog/product/m/i/mida-ss16-inf-sh004a-1-mi-dulce-an-ya-handmade-shoes-1498124555.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
JMB-B8421PINTIN,https://www.mumzworld.com/media/catalog/product/j/m/jmb-b8421pintin-jojo-elephant-hat-pink-tiny-1498657929.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
GCT-111484-723-10-00,https://www.mumzworld.com/media/catalog/product/g/c/gct-111484-723-10-00-1.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
GCT-115084-789-10-00,https://www.mumzworld.com/media/catalog/product/g/c/gct-115084-789-10-00-3.jpg,https://www.mumzworld.com/media/catalog/product/g/c/gct-115084-789-10-00-2.jpg,https://www.mumzworld.com/media/catalog/product/g/c/gct-115084-789-10-00-1.jpg,NO,NO,NO,0,0,0
SAA-AA-9216,https://www.mumzworld.com/media/catalog/product/s/a/saa-aa-9216-aden-anais-3-pack-silky-soft-metallic-primrose-birch-15118571532.jpg,https://www.mumzworld.com/media/catalog/product/s/a/saa-aa-9216-aden-anais-3-pack-silky-soft-metallic-primrose-birch-15118571531.jpg,https://www.mumzworld.com/media/catalog/product/s/a/saa-aa-9216-aden-anais-3-pack-silky-soft-metallic-primrose-birch-15118571530.jpg,NO,NO,NO,0.2,0,0
VI-VPCSH-Y1,https://www.mumzworld.com/media/catalog/product/v/i/vi-_vpcsh-y1-veronica-plain-colored-short-yellow-3-6m-14997694211.jpg,https://www.mumzworld.com/media/catalog/product/v/i/vi-_vpcsh-y1-veronica-plain-colored-short-yellow-3-6m-14997694210.jpg,https://www.mumzworld.com/media/catalog/product/v/i/vi-_vpcsh-y1-veronica-plain-colored-short-yellow-3-6m-1499769421.jpg,NO,NO,NO,0,0,0
VI-VPCSH-Y2,https://www.mumzworld.com/media/catalog/product/v/i/vi-_vpcsh-y2-veronica-plain-colored-short-yellow-6-9m-14997694211.jpg,https://www.mumzworld.com/media/catalog/product/v/i/vi-_vpcsh-y2-veronica-plain-colored-short-yellow-6-9m-14997694210.jpg,https://www.mumzworld.com/media/catalog/product/v/i/vi-_vpcsh-y2-veronica-plain-colored-short-yellow-6-9m-1499769421.jpg,NO,NO,NO,0,0,0
VI-VPCSH-Y3,https://www.mumzworld.com/media/catalog/product/v/i/vi-_vpcsh-y3-veronica-plain-colored-short-yellow-9-12m-14997694211.jpg,https://www.mumzworld.com/media/catalog/product/v/i/vi-_vpcsh-y3-veronica-plain-colored-short-yellow-9-12m-14997694210.jpg,https://www.mumzworld.com/media/catalog/product/v/i/vi-_vpcsh-y3-veronica-plain-colored-short-yellow-9-12m-1499769421.jpg,NO,NO,NO,0,0,0
VI-VPCSH-Y4,https://www.mumzworld.com/media/catalog/product/v/i/vi-_vpcsh-y4-veronica-plain-colored-short-yellow-12-18m-14997694211.jpg,https://www.mumzworld.com/media/catalog/product/v/i/vi-_vpcsh-y4-veronica-plain-colored-short-yellow-12-18m-14997694210.jpg,https://www.mumzworld.com/media/catalog/product/v/i/vi-_vpcsh-y4-veronica-plain-colored-short-yellow-12-18m-1499769421.jpg,NO,NO,NO,0,0,0
MJ-ctd8503,https://www.mumzworld.com/media/catalog/product/m/j/mj-ctd8503-turtledove-london-noughts-crosses-dungaree-2-3-years-14998043031.jpg,https://www.mumzworld.com/media/catalog/product/m/j/mj-ctd8503-turtledove-london-noughts-crosses-dungaree-2-3-years-14998043030.jpg,https://www.mumzworld.com/media/catalog/product/m/j/mj-ctd8503-turtledove-london-noughts-crosses-dungaree-2-3-years-1499804303.jpg,NO,NO,NO,0,0,0
MJ-ctd8203,https://www.mumzworld.com/media/catalog/product/m/j/mj-ctd8203-turtledove-london-bunting-shortie-dungaree-2-3-years-14998043030.jpg,https://www.mumzworld.com/media/catalog/product/m/j/mj-ctd8203-turtledove-london-bunting-shortie-dungaree-2-3-years-1499804303.jpg,,NO,NO,ERROR - No image,0,0.4,0
MJ-ctd8103,https://www.mumzworld.com/media/catalog/product/m/j/mj-ctd8103-turtledove-london-imagine-tshirt-2-3-years-14998043030.jpg,https://www.mumzworld.com/media/catalog/product/m/j/mj-ctd8103-turtledove-london-imagine-tshirt-2-3-years-1499804303.jpg,,NO,NO,ERROR - No image,0,0,0
MJ-ctd8005,https://www.mumzworld.com/media/catalog/product/m/j/mj-ctd8005-turtledove-london-clown-bear-top-4-5-years-1499804303.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
MJ-ctd7903,https://www.mumzworld.com/media/catalog/product/m/j/mj-ctd7903-turtledove-london-clown-bear-sweatshirt-2-3-years-1499804303.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
MJ-ctd7803,https://www.mumzworld.com/media/catalog/product/m/j/mj-ctd7803-turtledove-london-play-drop-hem-tank-2-3-years-14998043040.jpg,https://www.mumzworld.com/media/catalog/product/m/j/mj-ctd7803-turtledove-london-play-drop-hem-tank-2-3-years-1499804304.jpg,,NO,NO,ERROR - No image,0,0,0
MJ-ctd7703,https://www.mumzworld.com/media/catalog/product/m/j/mj-ctd7703-turtledove-london-dot-to-dot-tshirt-2-3-years-14998043040.jpg,https://www.mumzworld.com/media/catalog/product/m/j/mj-ctd7703-turtledove-london-dot-to-dot-tshirt-2-3-years-1499804304.jpg,,NO,NO,ERROR - No image,0,0,0
MJ-ctd7603,https://www.mumzworld.com/media/catalog/product/m/j/mj-ctd7603-turtledove-london-woven-stripe-shorts-2-3-years-14998043040.jpg,https://www.mumzworld.com/media/catalog/product/m/j/mj-ctd7603-turtledove-london-woven-stripe-shorts-2-3-years-1499804304.jpg,,NO,NO,ERROR - No image,0,0,0
MJ-ctd7505,https://www.mumzworld.com/media/catalog/product/m/j/mj-ctd7505-turtledove-london-woven-stripe-curved-hem-skirt-4-5-years-14998043041.png,https://www.mumzworld.com/media/catalog/product/m/j/mj-ctd7505-turtledove-london-woven-stripe-curved-hem-skirt-4-5-years-14998043040.jpg,https://www.mumzworld.com/media/catalog/product/m/j/mj-ctd7505-turtledove-london-woven-stripe-curved-hem-skirt-4-5-years-1499804304.jpg,NO,NO,NO,0,0,0
MJ-ctd7405,https://www.mumzworld.com/media/catalog/product/m/j/mj-ctd7405-turtledove-london-woven-stripe-dress-4-5-years-14998043051.jpg,https://www.mumzworld.com/media/catalog/product/m/j/mj-ctd7405-turtledove-london-woven-stripe-dress-4-5-years-14998043050.jpg,https://www.mumzworld.com/media/catalog/product/m/j/mj-ctd7405-turtledove-london-woven-stripe-dress-4-5-years-1499804305.jpg,NO,NO,NO,0,0,0
MJ-ctd7303,https://www.mumzworld.com/media/catalog/product/m/j/mj-ctd7303-turtledove-london-paint-splatter-pocket-dress-2-3-years-1499804305.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
MJ-ctd7203,https://www.mumzworld.com/media/catalog/product/m/j/mj-ctd7203-turtledove-london-noughts-and-crosses-leggings-2-3-years-1499804305.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
MJ-ctd7103,https://www.mumzworld.com/media/catalog/product/m/j/mj-ctd7103-turtledove-london-paint-splatter-leggings-2-3-years-1499804305.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
MJ-ctd6903,https://www.mumzworld.com/media/catalog/product/m/j/mj-ctd6903-turtledove-london-bunting-leggings-2-3-years-1499804305.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
MJ-ctd6805,https://www.mumzworld.com/media/catalog/product/m/j/mj-ctd6805-turtledove-london-dot-to-dot-leggings-4-5-years-1499804305.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
MJ-ctd6703,https://www.mumzworld.com/media/catalog/product/m/j/mj-ctd6703-turtledove-london-clown-bear-leggings-2-3-years-1499804305.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
MJ-ctd6503,https://www.mumzworld.com/media/catalog/product/m/j/mj-ctd6503-turtledove-london-play-easy-fit-dungaree-2-3-years-14998043050.jpg,https://www.mumzworld.com/media/catalog/product/m/j/mj-ctd6503-turtledove-london-play-easy-fit-dungaree-2-3-years-1499804305.jpg,,NO,NO,ERROR - No image,0,0,0
MJ-ctd6405,https://www.mumzworld.com/media/catalog/product/m/j/mj-ctd6405-turtledove-london-woven-stripe-shortie-dungaree-4-5-years-14998043050.jpg,https://www.mumzworld.com/media/catalog/product/m/j/mj-ctd6405-turtledove-london-woven-stripe-shortie-dungaree-4-5-years-1499804305.jpg,,NO,NO,ERROR - No image,0,0,0
CSW-4459,https://www.mumzworld.com/media/catalog/product/c/s/csw-4459-coega-baby-girl-flap-hats-pink-jetset-14999407551.jpg,https://www.mumzworld.com/media/catalog/product/c/s/csw-4459-coega-baby-girl-flap-hats-pink-jetset-14999407550.jpg,https://www.mumzworld.com/media/catalog/product/c/s/csw-4459-coega-baby-girl-flap-hats-pink-jetset-1499940755.jpg,NO,NO,NO,0,0,0
TC-ZTMJ-AN-BY,https://www.mumzworld.com/media/catalog/product/t/c/tc-ztmj-an-by-zipit-animals-jumbo-pouch-pink-15001085682.jpg,https://www.mumzworld.com/media/catalog/product/t/c/tc-ztmj-an-by-zipit-animals-jumbo-pouch-pink-15001085681.jpg,https://www.mumzworld.com/media/catalog/product/t/c/tc-ztmj-an-by-zipit-animals-jumbo-pouch-pink-15001085680.jpg,NO,NO,NO,0,0,0
TC-ZPT-NN-GP,https://www.mumzworld.com/media/catalog/product/t/c/tc-zpt-nn-gp-zipit-neon-mini-pouch-glowing-peach-1500108569.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
TC-ZPT-NN-DP,https://www.mumzworld.com/media/catalog/product/t/c/tc-zpt-nn-dp-zipit-neon-mini-pouch-dazzling-pink-1500108569.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
TC-ZPT-NN-CO,https://www.mumzworld.com/media/catalog/product/t/c/tc-zpt-nn-co-zipit-neon-mini-pouch-crazy-orange-1500108569.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
LW7002SW,https://www.mumzworld.com/media/catalog/product/l/w/lw7002sw-little-west-street-baby-nautical-swaddles-set-1500144187.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
LW7003SW,https://www.mumzworld.com/media/catalog/product/l/w/lw7003sw-little-west-street-baby-starry-night-swaddles-set-1500144187.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
LW7005SW,https://www.mumzworld.com/media/catalog/product/l/w/lw7005sw-little-west-street-baby-la-rose-swaddles-set-1500144187.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
LW7007SW,https://www.mumzworld.com/media/catalog/product/l/w/lw7007sw-little-west-street-baby-jungle-jive-swaddles-set-1500144187.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
LW7008SW,https://www.mumzworld.com/media/catalog/product/l/w/lw7008sw-little-west-street-baby-circus-circus-swaddles-set-1500144187.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
LW7009SW,https://www.mumzworld.com/media/catalog/product/l/w/lw7009sw-little-west-street-baby-twinkle-twinkle-swaddles-set-1500144187.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
LW7010SW,https://www.mumzworld.com/media/catalog/product/l/w/lw7010sw-little-west-street-baby-scoops-smiles-swaddles-set-1500144188.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
LW7011SW,https://www.mumzworld.com/media/catalog/product/l/w/lw7011sw-little-west-street-baby-off-we-go-swaddles-set-1500144188.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
CQ-716894226388,https://www.mumzworld.com/media/catalog/product/c/q/cq-716894226388-johanna-jo-swaddle-pack-of-3-away-we-go-1500812140.jpg,,,NO,ERROR - No image,ERROR - No image,0.8,0,0
CQ-716894226678,https://www.mumzworld.com/media/catalog/product/c/q/cq-716894226678-johanna-jo-embrace-blanket-tiny-dancer-15008121400.jpg,https://www.mumzworld.com/media/catalog/product/c/q/cq-716894226678-johanna-jo-embrace-blanket-tiny-dancer-1500812140.jpg,,NO,NO,ERROR - No image,0.8,0,0
CQ-716894226685,https://www.mumzworld.com/media/catalog/product/c/q/cq-716894226685-johanna-jo-embrace-blanket-whales-15008121400.jpg,https://www.mumzworld.com/media/catalog/product/c/q/cq-716894226685-johanna-jo-embrace-blanket-whales-1500812140.jpg,,NO,NO,ERROR - No image,0,0,0
CQ-716894226654,https://www.mumzworld.com/media/catalog/product/c/q/cq-716894226654-johanna-jo-embrace-blanket-lambie-15008121401.jpg,https://www.mumzworld.com/media/catalog/product/c/q/cq-716894226654-johanna-jo-embrace-blanket-lambie-15008121400.jpg,https://www.mumzworld.com/media/catalog/product/c/q/cq-716894226654-johanna-jo-embrace-blanket-lambie-1500812140.jpg,NO,NO,NO,0.8,0.8,0
CQ-716894226630,https://www.mumzworld.com/media/catalog/product/c/q/cq-716894226630-johanna-jo-embrace-blanket-floral-fields-15008121400.jpg,https://www.mumzworld.com/media/catalog/product/c/q/cq-716894226630-johanna-jo-embrace-blanket-floral-fields-1500812140.jpg,,NO,NO,ERROR - No image,0.8,0,0
CQ-71689422647,https://www.mumzworld.com/media/catalog/product/c/q/cq-71689422647-johanna-jo-embrace-blanket-fundot-15008121400.jpg,https://www.mumzworld.com/media/catalog/product/c/q/cq-71689422647-johanna-jo-embrace-blanket-fundot-1500812140.jpg,,NO,NO,ERROR - No image,0.8,0,0
CQ-716894226890,https://www.mumzworld.com/media/catalog/product/c/q/cq-716894226890-johanna-jo-tiny-treasures-hooded-towel-lambie-15008121400.jpg,https://www.mumzworld.com/media/catalog/product/c/q/cq-716894226890-johanna-jo-tiny-treasures-hooded-towel-lambie-1500812140.jpg,,NO,NO,ERROR - No image,0.6000000000000001,0,0
SLT-KPM001G,https://www.mumzworld.com/media/catalog/product/s/l/slt-kpm001g-1.jpg,https://www.mumzworld.com/media/catalog/product/S/L/SLT-KPM001G.jpg,,NO,NO,ERROR - No image,0,0,0
MH-1638,https://www.mumzworld.com/media/catalog/product/i/m/img_2018.jpg,https://www.mumzworld.com/media/catalog/product/m/h/mh-1638.jpg,,NO,NO,ERROR - No image,0,0,0
HTC-SLS-BLK-BLK-MLT,https://www.mumzworld.com/media/catalog/product/6/2/6291101436230-4.jpg,https://www.mumzworld.com/media/catalog/product/6/2/6291101436230-3.jpg,https://www.mumzworld.com/media/catalog/product/6/2/6291101436230-1.jpg,NO,NO,NO,0.6000000000000001,0,0
HTC-SLS-BLK-BLK-PLN,https://www.mumzworld.com/media/catalog/product/6/2/6291101436223-4.jpg,https://www.mumzworld.com/media/catalog/product/6/2/6291101436223-3.jpg,https://www.mumzworld.com/media/catalog/product/6/2/6291101436223-2.jpg,NO,NO,NO,0.6000000000000001,0,0
HTC-SLS-BLK-BLU-PLN,https://www.mumzworld.com/media/catalog/product/6/2/6291101436247-4.jpg,https://www.mumzworld.com/media/catalog/product/6/2/6291101436247-3.jpg,https://www.mumzworld.com/media/catalog/product/6/2/6291101436247-2.jpg,NO,NO,NO,0.6000000000000001,0,0
HTC-SLS-BLK-CRL-MLT,https://www.mumzworld.com/media/catalog/product/6/2/6291101436292-5.jpg,https://www.mumzworld.com/media/catalog/product/6/2/6291101436292-4.jpg,https://www.mumzworld.com/media/catalog/product/6/2/6291101436292-3.jpg,NO,NO,NO,0.6000000000000001,0,0
HTC-SLS-CLR-LMN-PLN,https://www.mumzworld.com/media/catalog/product/6/2/6291101436285_1.jpg,https://www.mumzworld.com/media/catalog/product/6/2/6291101436285-5.jpg,https://www.mumzworld.com/media/catalog/product/6/2/6291101436285-3.jpg,NO,NO,NO,0,0.6000000000000001,0
HTC-SLS-CLR-WHT-MLT,https://www.mumzworld.com/media/catalog/product/6/2/6291101436254-5.jpg,https://www.mumzworld.com/media/catalog/product/6/2/6291101436254-3.jpg,https://www.mumzworld.com/media/catalog/product/6/2/6291101436254-4.jpg,NO,NO,NO,0.6000000000000001,0,0
HTC-SLS-WHT-WHT-BLU,https://www.mumzworld.com/media/catalog/product/6/2/6291101436278-5.jpg,https://www.mumzworld.com/media/catalog/product/6/2/6291101436278-2.jpg,https://www.mumzworld.com/media/catalog/product/6/2/6291101436278-3.jpg,NO,NO,NO,0.6000000000000001,0,0
HTC-SLS-WHT-BLK-BLU,https://www.mumzworld.com/media/catalog/product/6/2/6291101436261-3.jpg,https://www.mumzworld.com/media/catalog/product/6/2/6291101436261-5.jpg,https://www.mumzworld.com/media/catalog/product/6/2/6291101436261-4.jpg,NO,NO,NO,0,0.6000000000000001,0
GIF-VWA-07,https://www.mumzworld.com/media/catalog/product/g/i/gif-vwa-07-atop-world-time-watch-black-15032286593.jpg,https://www.mumzworld.com/media/catalog/product/g/i/gif-vwa-07-atop-world-time-watch-black-15032286592.jpg,https://www.mumzworld.com/media/catalog/product/g/i/gif-vwa-07-atop-world-time-watch-black-15032286591.jpg,NO,NO,NO,0,0,0
GIF-VWA-09,https://www.mumzworld.com/media/catalog/product/g/i/gif-vwa-09-atop-world-time-watch-gray-15032286593.jpg,https://www.mumzworld.com/media/catalog/product/g/i/gif-vwa-09-atop-world-time-watch-gray-15032286592.jpg,https://www.mumzworld.com/media/catalog/product/g/i/gif-vwa-09-atop-world-time-watch-gray-15032286591.jpg,NO,NO,NO,0,0,0
GIF-VWA-10,https://www.mumzworld.com/media/catalog/product/g/i/gif-vwa-10.jpg,,,NO,ERROR - No image,ERROR - No image,0.4,0,0
GIF-VWA-11,https://www.mumzworld.com/media/catalog/product/g/i/gif-vwa-11-atop-world-time-watch-black-silver-1503228659.jpg,,,NO,ERROR - No image,ERROR - No image,0.2,0,0
GIF-VWA-12,https://www.mumzworld.com/media/catalog/product/g/i/gif-vwa-12-atop-world-time-watch-white-red-1503228659.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
GIF-VWA-14,https://www.mumzworld.com/media/catalog/product/c/r/cropped_685241625atop_blue_.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
